Original_Name	Blinded_Name
Condition_4treatment__568_Tubulin647_046.tif	blind_0085
Condition_4treatment__568_Tubulin647_047.tif	blind_0112
Condition_4treatment__568_Tubulin647_048.tif	blind_0111
Condition_4treatment__568_Tubulin647_050.tif	blind_0060
Condition_4treatment__568_Tubulin647_052.tif	blind_0070
Condition_4treatment_()_568_Tubulin647_091.tif	blind_0010
Condition_4treatment_()_568_Tubulin647_092.tif	blind_0064
Condition_4treatment_()_568_Tubulin647_093.tif	blind_0047
Condition_4treatment_()_568_Tubulin647_094.tif	blind_0076
Condition_4treatment_()_568_Tubulin647_095.tif	blind_0017
Condition_4treatment_()_568_Tubulin647_096.tif	blind_0021
Condition_4treatment_()_568_Tubulin647_097-1.tif	blind_0032
Condition_4treatment_()_568_Tubulin647_097.tif	blind_0008
Condition_4treatment_()_568_Tubulin647_098.tif	blind_0082
Condition_4treatment_()_568_Tubulin647_099.tif	blind_0089
Condition_4treatment_()_568_Tubulin647_100.tif	blind_0053
Condition_4treatment_()_568_Tubulin647_101.tif	blind_0074
Condition_4control__568_Tubulin647_001-1.tif	blind_0078
Condition_4control__568_Tubulin647_001.tif	blind_0109
Condition_4control__568_Tubulin647_002.tif	blind_0038
Condition_4control__568_Tubulin647_003.tif	blind_0079
Condition_4control__568_Tubulin647_004.tif	blind_0080
Condition_4control__568_Tubulin647_005.tif	blind_0106
Condition_4control__568_Tubulin647_007.tif	blind_0100
Condition_4control__568_Tubulin647_008.tif	blind_0083
Condition_4control__568_Tubulin647_009-1.tif	blind_0105
Condition_4control__568_Tubulin647_009.tif	blind_0030
Condition_4control__568_Tubulin647_010.tif	blind_0025
Condition_4control__568_Tubulin647_011.tif	blind_0110
Condition_4control__568_Tubulin647_012.tif	blind_0108
Condition_4control__568_Tubulin647_013.tif	blind_0041
Condition_4control__568_Tubulin647_015.tif	blind_0054
Condition_4control__568_Tubulin647_016.tif	blind_0090
Condition_4control__568_Tubulin647_017.tif	blind_0081
Condition_4control__568_Tubulin647_018.tif	blind_0066
Condition_4control__568_Tubulin647_019.tif	blind_0039
Condition_4control__568_Tubulin647_020.tif	blind_0004
Condition_4control__568_Tubulin647_076.tif	blind_0016
Condition_4control__568_Tubulin647_077-1.tif	blind_0095
Condition_4control__568_Tubulin647_077.tif	blind_0022
Condition_4control__568_Tubulin647_078.tif	blind_0020
Condition_4control__568_Tubulin647_079.tif	blind_0049
Condition_4control__568_Tubulin647_080.tif	blind_0033
Condition_4control__568_Tubulin647_081-1.tif	blind_0103
Condition_4control__568_Tubulin647_081.tif	blind_0099
Condition_4control__568_Tubulin647_082-1.tif	blind_0093
Condition_4control__568_Tubulin647_082.tif	blind_0011
Condition_4control__568_Tubulin647_083.tif	blind_0023
Condition_4control__568_Tubulin647_084.tif	blind_0012
Condition_4control__568_Tubulin647_085.tif	blind_0045
Condition_4control__568_Tubulin647_053-1.tif	blind_0003
Condition_4control__568_Tubulin647_053.tif	blind_0071
Condition_4control__568_Tubulin647_054-1.tif	blind_0102
Condition_4control__568_Tubulin647_054.tif	blind_0063
Condition_4control__568_Tubulin647_055-1.tif	blind_0006
Condition_4control__568_Tubulin647_055.tif	blind_0052
Condition_4control__568_Tubulin647_056.tif	blind_0069
Condition_4control__568_Tubulin647_057.tif	blind_0075
Condition_4control__568_Tubulin647_058.tif	blind_0072
Condition_4control__568_Tubulin647_059.tif	blind_0007
Condition_4control__568_Tubulin647_060.tif	blind_0013
Condition_4control__568_Tubulin647_061-1.tif	blind_0042
Condition_4control__568_Tubulin647_061.tif	blind_0036
Condition_4control__568_Tubulin647_062.tif	blind_0101
Condition_4control_()_568_Tubulin647_102.tif	blind_0087
Condition_4control_()_568_Tubulin647_103-1.tif	blind_0107
Condition_4control_()_568_Tubulin647_103.tif	blind_0055
Condition_4control_()_568_Tubulin647_104-1.tif	blind_0001
Condition_4control_()_568_Tubulin647_104.tif	blind_0092
Condition_4control_()_568_Tubulin647_105.tif	blind_0018
Condition_4control_()_568_Tubulin647_106-1.tif	blind_0068
Condition_4control_()_568_Tubulin647_106.tif	blind_0015
Condition_4control_()_568_Tubulin647_107-1.tif	blind_0029
Condition_4control_()_568_Tubulin647_107.tif	blind_0019
Condition_4control_()_568_Tubulin647_108-1.tif	blind_0035
Condition_4control_()_568_Tubulin647_108.tif	blind_0002
Condition_4control_()_568_Tubulin647_109.tif	blind_0024
Condition_4control_()_568_Tubulin647_110.tif	blind_0088
Condition_4control_()_568_Tubulin647_111-1.tif	blind_0057
Condition_4control_()_568_Tubulin647_111.tif	blind_0034
